UID,title,authors,keywords,sessions
Q5-2,訓練・推論時の不一致を解消する離散拡散テキスト生成モデル,浅田真生|三輪誠,,Q5:ポスター
Q5-3,Generating Explanations of Stereotypical Biases with Large Language Model,YangLiu|ChenhuiChu,,Q5:ポスター
Q5-4,Open Weight LLMs in Out-of-Distribution Setting: Search Ad Title Generation,TolmachevArseny|ForanJoseph|星野智紀|森川裕介,,Q5:ポスター
Q5-5,ClaimBrush: 特許審査官の選好を考慮した選好最適化に基づいた特許請求の範囲の自動補正モデル,河野誠也|野中尋史|吉野幸一郎,,Q5:ポスター
Q5-6,Loss as a Data Introspection Method: Looking into Japanese Advertising Text Generation,JosephForan|ArsenyTolmachev,,Q5:ポスター
Q5-7,タスクベクトル演算を用いた感情表現テキスト生成モデル合成手法,天野椋太|目良和也|黒澤義明|竹澤寿幸,,Q5:ポスター
Q5-8,"Disentanglement or Entanglement, which is Better for TST",徐勝|鈴木良弥|福本文代,,Q5:ポスター
Q5-9,自然言語での異常解釈：LLMを用いたAI説明モデルの提案,山科勇輔|須賀圭一|白井祐典|市川佳彦,,Q5:ポスター
Q5-10,最小ベイズリスク復号におけるバイアスと多様性の分解,上垣外英剛|出口祥之|坂井優介|林克彦|渡辺太郎,,Q5:ポスター
Q5-11,Multi-modularizing CodeChainによるコード生成タスクの細分化が精度に与える影響,井上貴之|鶴岡慶雅,,Q5:ポスター
Q5-12,GPTを用いた退院サマリの自動生成に関する性能評価について,中谷亮太|廣淵亮太|佐藤貴俊|篠原恵美子|岡本康宏|有田悠人|有田隼也|佐藤敏紀|河添悦昌|大江和彦,,Q5:ポスター
Q5-13,大規模言語モデルを用いたソースコードからのドキュメント生成能力調査,杉山咲|蒔苗茉那|片山歩希|坂井優介|山口賢一|渡辺太郎,,Q5:ポスター
Q5-14,自由記述回答から選択肢設問を生成するモデルの構築とMCA参照空間への射影による生成内容の解釈,根本颯汰|土井智暉|花田智洋|谷中瞳|彌冨仁|藤本一男,,Q5:ポスター
Q5-15,情報科学論文の情報量と文章量を維持した自動平易化の試み,大西耕介|菊池英明|藤倉将平,,Q5:ポスター
Q5-16,任意の題目に対する多様な視点の獲得を目的としたラップバトル形式のディベート生成システムの提案,三林亮太|浦川通|高梨大|諸星智也|山岸奏大|関川龍宝|西村保彦|竹内祐太|田森秀明|山本岳洋|大島裕明,,Q5:ポスター
Q5-17,日本語平易化へのTask Arithmeticの応用とその検証,小西修平,,Q5:ポスター
Q5-18,難解な入力単語を用いた日本語 CommonGen タスクによる LLM の文生成能力評価,鈴木雅人|新納浩幸,,Q5:ポスター
Q5-19,係り受け情報と残存文長を考慮した講演テキストへの逐次的な改行挿入,高橋晨成|大野誠寛|松原茂樹,,Q5:ポスター
Q5-20,Iterative Graph-to-Text Generation with Contextualization for Scientific Abstracts,HaotongWang|LiyanWang|YvesLepage,,Q5:ポスター
Q5-21,テキスト埋め込みからのテキスト復元における予測制御の援用の効果検証,三好優輝|宮岡祐弥|井上正樹,,Q5:ポスター
Q5-22,LLMを用いた発話生成のキャラクター性付与におけるプロンプトとファインチューニングの効果比較,中路侑里|狩野芳伸,,Q5:ポスター
Q5-23,Faissを用いたデータ拡張によるポジティブテキストリフレーミングの精度向上,松田龍之介|徐勝|福本文代|鈴木良弥,,Q5:ポスター
Q5-24,日本語ニュース記事要約支援に向けたドメイン特化事前学習済みモデルの構築と活用,石原祥太郎|村田栄樹|高橋寛武|中間康文,,Q5:ポスター
Q5-25,Bidirectional Transformer Reranker for Grammatical Error Correction,YingZhang|上垣外英剛|奥村学,,Q5:ポスター
A6-1,スパースオートエンコーダーを用いた大規模言語モデルのチェックポイント横断分析,稲葉達郎|乾健太郎|宮尾祐介|大関洋平|BenjaminHeinzerling|高木優,,A6:NLPモデルの解釈可能性・分析(2)
A6-2,大規模言語モデルにおいて数値属性間で共有されるスケーリングベクトルの解析とその応用,峰岸剛基|高木洋羽|木澤翔太|助田一晟|谷中瞳,,A6:NLPモデルの解釈可能性・分析(2)
A6-3,競技クイズにおけるLLMと人間の誤答傾向の分析と比較,杉浦尚弥|小川泰弘|外山勝彦|山田康輔|笹野遼平,,A6:NLPモデルの解釈可能性・分析(2)
A6-4,専門ドメインを対象とした事前学習データと精度の関係分析,緒方陸|岡野将大|大曽根宏幸|大久保順一|藤井純一郎,,A6:NLPモデルの解釈可能性・分析(2)
A6-5,Derivational Probing：言語モデルにおける統語構造構築の解明,染谷大河|吉田遼|谷中瞳|大関洋平,,A6:NLPモデルの解釈可能性・分析(2)
A6-6,対照損失による追加学習がBERTのファインチューニングにもたらす効果,竹中誠|瀧雅人,,A6:NLPモデルの解釈可能性・分析(2)
B6-1,医学生物学文献からのオントロジー構築のためのメンション非依存型情報抽出,西田典起|OumaimaElKhettari|ShanshanLiu|RumanaFerdousMunne|山縣友紀|古崎晃司|SolenQuiniou|SamuelChaffron|松本裕治,,B6:知識獲得・情報抽出(1)
B6-2,情報抽出パイプラインにおけるエラー伝播抑制手法の提案：オーバーサンプリング、フィルタリング指向学習、概念対応,西田典起|ShanshanLiu|RumanaFerdousMunne|徳永なるみ|山縣友紀|古崎晃司|松本裕治,,B6:知識獲得・情報抽出(1)
B6-3,多様な言い換え生成と自己学習手法の統合による大規模言語モデルへの新規知識の追加学習,山本貴之|河原大輔,,B6:知識獲得・情報抽出(1)
B6-4,故障解析における事前学習済みSentence-DeBERTaによる拡張ナレッジグラフとクエリ分解を用いたGraphRAG,小島湧太|坂地泰紀|鈴木雅弘|中村格士|坂田大晃|関和也|勅使河原優|山下雅己|青山和浩,,B6:知識獲得・情報抽出(1)
B6-5,法令文の可読性向上のための定義規定・略称規定における文型定義及びパターンベースの正式名称・略称抽出手法,北野尚樹|西山大輝,,B6:知識獲得・情報抽出(1)
B6-6,学術情報のテキスト解析と生成 AI を用いた専門用語抽出,庄金鳴|張馨雲|成凱,,B6:知識獲得・情報抽出(1)
C6-1,Evaluating the Impact of Continual Pre-Training on Japanese Essay Scoring Tasks,BoagoOkgetheng|KoichiTakeuchi,,C6:教育応用
C6-2,強化学習に基づくデータ選別を通した問題横断型小論文自動採点の精度向上,柴田拓海|宇都雅輝,,C6:教育応用
C6-3,難易度調整可能な多枝選択式読解問題自動生成手法とDirect Preference Optimizationによる難易度調整精度の向上,富川雄斗|宇都雅輝,,C6:教育応用
C6-4,LLM を用いた質問生成による児童の作文の詳述化支援の検討,横野光|成家雅史|宮城信,,C6:教育応用
C6-5,Elaborative Text Simplification via Target Estimation using Large Language Models,MartynaGruszka|荒瀬由紀,,C6:教育応用
C6-6,言語指標を用いた日本語文章の難易度の可視化と教育への応用,劉婧怡|内田諭,,C6:教育応用
D6-1,二者関係の概念化に基づく構文交替の文化進化,岩村入吹|橋本敬,,D6:テーマセッション5: 言語とコミュニケーションの創発(2)
D6-2,変分ベイズ名付けゲームに基づく多エージェントによる記号創発の評価,福岡慶太|長野匡隼|中村友昭|谷口彰|谷口忠大,,D6:テーマセッション5: 言語とコミュニケーションの創発(2)
D6-3,Vector Quantizationに基づく離散系列の発話による分散型深層モデルの提案,三好遼|栗田修平,,D6:テーマセッション5: 言語とコミュニケーションの創発(2)
D6-4,AIは人間らしく話ができるか：ロボットと仲良くなるために,川原功司|大道麻由|高橋英之,,D6:テーマセッション5: 言語とコミュニケーションの創発(2)
D6-5,音素の合成性を仮定した連続信号をサインとした分散的ベイズ推論に基づく記号創発,齋藤一誠|劉智優|長野匡隼|中村友昭|谷口彰|谷口忠大,,D6:テーマセッション5: 言語とコミュニケーションの創発(2)
E6-1,金融分野に特化した複数ターン日本語生成ベンチマークの構築,平野正徳|今城健太郎,,E6:テーマセッション1: 金融・経済ドメインのための言語処理(2)
E6-2,大規模言語モデルを用いた有価証券報告書の表質問応答,司龍|張引|王小天|宇津呂武仁,,E6:テーマセッション1: 金融・経済ドメインのための言語処理(2)
E6-3,東京証券取引所におけるティックサイズ変更に関するパブリックコメントの影響分析,丸山博之,,E6:テーマセッション1: 金融・経済ドメインのための言語処理(2)
E6-4,株式掲示板テキストを活用したリターン予測における独立成分分析を利用した解釈性の向上,中島秀太|欅惇志|渡部敏明|小町守,,E6:テーマセッション1: 金融・経済ドメインのための言語処理(2)
E6-5,独立成分分析とFisherの線形判別による内閣府景気ウォッチャー調査データの分析,椎名唯圭|加藤真大|井口亮,,E6:テーマセッション1: 金融・経済ドメインのための言語処理(2)
E6-6,株価変動要因情報を手がかりとする株価変動記事生成へのLLMの適用,西田隼輔|宇津呂武仁,,E6:テーマセッション1: 金融・経済ドメインのための言語処理(2)
P6-1,質的研究の自動化:患者自由記述テキストからの潜在的トピックの発見,橋本清斗|清水聖司|工藤紀子|矢田竣太郎|若宮翔子|江本駿|西村由希子|荒牧英治,,P6:ポスター
P6-2,言語処理学会を外部から調査するための共著者ネットワークを用いた発表予稿の自動地図作成の試み,中原龍一|竹内孔一|片岡裕雄|品川政太朗|高橋康|笠井聡|長谷井嬢|二川摩周|大戸彰三|加藤直人|鎌倉英嗣,,P6:ポスター
P6-3,記号的知識蒸留における敵対的学習の利用とその評価,日浦隆博|河野誠也|AngelGarciaContreras|吉野幸一郎,,P6:ポスター
P6-4,言語モデルの外部知識獲得に関する高速化と小説プロットによる性能評価,近藤碧|小田幹雄,,P6:ポスター
P6-5,尤度最大化に基づく自然言語による多段推論過程の抽出への取り組み,張辰聖子|持橋大地|小林一郎,,P6:ポスター
P6-6,Anchoring を行う生成的関係抽出,広田航|高橋洸丞|BenjaminHeinzerling|QinDai|近江崇宏|乾健太郎,,P6:ポスター
P6-7,Zero-shot Entity Recognition for Polymer Biodegradability Information: GPT-4o on PolyBD,ShanshanLiu|MasashiIshii|YujiMatsumoto,,P6:ポスター
P6-8,From NLI to Classification: Entailment Learning for Low-Resource Text Classification,RumanaFerdousMunne|NorikiNishida|ShanshanLiu|NarumiTokunaga|YukiYamagata|KoujiKozaki|YujiMatsumoto,,P6:ポスター
P6-9,大規模言語モデルを用いた生成による企業の業種体系の拡張,山岸駿秀|貞光九月,,P6:ポスター
P6-10,質問応答によるメールからの送信者情報抽出,大田尾匠|橋本航,,P6:ポスター
P6-11,複数データセットで情報を共有する固有表現抽出,大井拓|三輪誠,,P6:ポスター
P6-12,文献からの有機合成手順の自動抽出と専門家によるその結果の編集作業を支援する枠組み,町光二郎|秋山世治|長田裕也|吉岡真治,,P6:ポスター
P6-13,コミュニティ特有のハッシュタグ空間を考慮したマルチラベル候補生成器を用いる二段階推薦,深澤祐援,,P6:ポスター
P6-14,自己修正に基づく固有表現抽出モデルの指示学習,高橋拓誠|谷口友紀|大熊智子,,P6:ポスター
P6-15,複数エンティティがまとめて記述される可能性を考慮したWikipedia記事のクラス分類,鈴木希望|吉岡真治,,P6:ポスター
P6-16,大規模言語モデルの Zero-Shot トリプル抽出性能の評価,乙村浩太郎|中村光佑|金井美岬|羽藤淳平,,P6:ポスター
P6-17,検索クエリログを用いない自然な質問のマイニングの検討,大村和正|石原祥太郎,,P6:ポスター
P6-18,LLM から抽出した日本文化知識のデータベース構築と活用,大橋巧|彌冨仁,,P6:ポスター
P6-19,日本語継続事前学習モデルを対象とした暗記の定量化,高橋寛武|石原祥太郎,,P6:ポスター
P6-20,災害時のソーシャルメディアを対象とした場所参照表現の抽出における過去事例の適用,六瀬聡宏|宇津圭祐|内田理,,P6:ポスター
P6-21,LLMを用いたクロールデータからの人物略歴文抽出,中野佑哉|猪野麻巳子|二葉知泰|丸山翼|岸本耀平|永井隆広,,P6:ポスター
P6-22,URL引用の要否判定において学習データの品質とドメインが与える影響の分析,和田和浩|角掛正弥|松原茂樹,,P6:ポスター
P6-23,時相論理を用いた物語のエンティティ状態検索,佐藤浩輔|頼展韜,,P6:ポスター
P6-24,シソーラスの階層的構造を利用した弱教師あり固有表現抽出,芝原隆善|山田育矢|西田典起|寺西裕紀|古崎晃司|松本裕治,,P6:ポスター
P6-25,未知の知識に対する事前学習済み言語モデルが持つ推論能力の調査,坂井優介|上垣外英剛|林克彦|渡辺太郎,,P6:ポスター
Q6-1,行動分類のためのコーパス構築と行動分析への応用,中岡明義|若宮翔子|荒牧英治,,Q6:ポスター
Q6-2,JAMSE：日本語LLM評価用の高品質な少サンプル日本語ベンチマークの作成および評価−GENIAC LLM開発コンペティションからの知見−,山崎友大|谷口仁慈|山際愛実|原田憲旺|小島武|岩澤有祐|松尾豊,,Q6:ポスター
Q6-3,複数のLLMを用いた法令QAタスクのGround Truth Curation,植松幸生|大杉直也,,Q6:ポスター
Q6-4,キャッチコピー共同作成対話コーパスにおける第三者評価と自己評価の関係分析,周旭琳|市川拓茉|東中竜一郎,,Q6:ポスター
Q6-5,Enhancing the JNLI Dataset and Evaluating Model Performance on Improved Data,梁俊|藤本博昭|福寄雅洋,,Q6:ポスター
Q6-6,データペーパー:各都道府県が提供する農業関係オープンデータ,大友将宏|石原潤一|橋本祥|桂樹哲雄|二宮芳継|小林暁雄|坂地泰紀|川村隆浩,,Q6:ポスター
Q6-7,オーダーメイド対話管理：商用チャットボットに向けた対話管理学習データ自動作成,馬春鵬,,Q6:ポスター
Q6-8,日本語文章の可読性評価のための項省略判断モデル,久保田智天|石月由紀子|松林優一郎,,Q6:ポスター
Q6-9,日本語によるコード生成能力の正確な評価に向けて,種口暁人|藤井諒|森下睦|鈴木潤,,Q6:ポスター
Q6-10,否定理解能力を評価するための日本語言語推論データセットの構築,吉田朝飛|加藤芳秀|小川泰弘|松原茂樹,,Q6:ポスター
Q6-11,日本語自然言語処理リポジトリに対する研究分野マルチラベルの付与,池田大志|QuanHoangDanh|長野紘士朗|早田啓介,,Q6:ポスター
Q6-12,ルーブリックに基づいたタグを付与した日本語小論文データの構築と自動採点への効果,成岡智也|竹内孔一,,Q6:ポスター
Q6-13,BCCWJ-MEG：日本語脳磁図データの構築,杉本侑嗣|吉田遼|鄭嫣婷|菅野彰剛|小泉政利|大関洋平,,Q6:ポスター
Q6-14,大規模視覚言語モデルの質感知覚能力の分析,松田陵佑|塩野大輝|AnaBrassard|鈴木潤,,Q6:ポスター
Q6-15,Wikidataに基づく大規模ジオコーディングデータセット,中谷響|安井雄一郎|若本亮佑|石井昌之|大内啓樹|渡辺太郎,,Q6:ポスター
Q6-16,根拠に基づいたレビュー生成のための LLM を用いた自動アノテーションの検討,田中翔平|平澤寅庄|牛久祥孝,,Q6:ポスター
Q6-17,Towards Automated Detection of Hype in Biomedical Research,BojanBatalo|EricaK.Shimomoto|NeilMillar,,Q6:ポスター
Q6-18,FaithCAMERA: 広告文生成タスクのための忠実性を担保した評価データセットの構築,加藤明彦|三田雅人|村上聡一朗|本多右京|星野翔|張培楠,,Q6:ポスター
Q6-19,Towards Formalizing Socratic Questions for Explainable Socratic Question Generation,SurawatPothong|PaulReisert|NaoyaInoue|MachiShimmei|WenzhiWang|ShoichiNaito|JungminChoi|KentaroInui,,Q6:ポスター
Q6-20,whole-NWJC: 『国語研日本語ウェブコーパス』全データ,浅原正幸,,Q6:ポスター
Q6-21,パラ言語情報に着目したSpeech-to-Text対話ベンチマークデータセットの提案,中畔彪雅|河野誠也|CanasaiKruengkrai|AngelGarciaContreras|千葉祐弥|杉山弘晃|吉野幸一郎,,Q6:ポスター
Q6-22,ソーシャルメディアテキストを用いた摂食障害の文化差比較,栗生紗希帆|DayeonKim|Hyuk-YoonKwon|若宮翔子|荒牧英治,,Q6:ポスター
Q6-23,LLM を用いたキーワードに基づく文書分類ためのデータ拡張の試みと評価,小野寺優|新納浩幸,,Q6:ポスター
Q6-24,時事情報に関する日本語QAベンチマーク『ニュースQ』,植木快|川畑輝|田口雄哉|新妻巧朗|浦川通|田森秀明|岡崎直観|乾健太郎,,Q6:ポスター
Q6-25,意思決定を指標とする生成テキスト評価：アマチュアと専門家への影響分析,高柳剛弘|高村大也|和泉潔|Chung-ChiChen,,Q6:ポスター
A7-1,What Language Do Japanese-specialized Large Language Models Think in?,鐘承志|程飛|劉倩瑩|江俊锋|万振|褚晨翚|村脇有吾|黒橋禎夫,,A7:NLPモデルの解釈可能性・分析(3)
A7-2,埋め込み表現の独立成分の言語内・言語間一貫性の分析,飯森栄治|松田孟留|谷中瞳,,A7:NLPモデルの解釈可能性・分析(3)
A7-3,構成的汎化におけるTransformerの内部機序の分析,九門涼真|谷中瞳,,A7:NLPモデルの解釈可能性・分析(3)
A7-4,大規模言語モデルにおけるIn-context Learningの推論回路,趙羽風|加藤万理子|坂井吉弘|井之上直也,,A7:NLPモデルの解釈可能性・分析(3)
A7-5,LM は日本の時系列構造をどうエンコードするか,佐々木睦史|鴨田豪|高橋良允|BenjaminHeinzerling|坂口慶祐,,A7:NLPモデルの解釈可能性・分析(3)
A7-6,大規模言語モデルにおけるペルソナの役割と内部動作の理解,尾崎慎太郎|平岡達也|大竹啓永|大内啓樹|渡辺太郎|宮尾祐介|大関洋平|高木優,,A7:NLPモデルの解釈可能性・分析(3)
B7-1,大規模言語モデルベースの日本語固有表現抽出におけるSelf-ReflectionとFew-Shot学習による精度改善,久保田崇文,,B7:知識獲得・情報抽出(2)
B7-2,階層的ナレッジグラフを用いた事故事例文書の述語中心の構造化手法,林瑛勲|森辰則,,B7:知識獲得・情報抽出(2)
B7-3,国会が告示する改正民法における新旧対応の整合性の検証,前原太陽|竹中要一|佐野智也,,B7:知識獲得・情報抽出(2)
B7-4,多言語での判例事実概要からの法的関係性のグラフ可視化,大南英理|宮西大樹|前田航希|栗田修平,,B7:知識獲得・情報抽出(2)
B7-5,技術観点の自動検出による技術動向マップ自動生成,蜂須賀笙太|任晶|福田悟志|難波英嗣|庄司裕子,,B7:知識獲得・情報抽出(2)
B7-6,大規模言語モデルを用いた専門用語間の関係性解析,岩熊耕平|難波英嗣|福田悟志,,B7:知識獲得・情報抽出(2)
C7-1,SOMO: 音声認識出力の可読性向上を目的とした整文手法の提案,杉野かおり|山野陽祐|河崎真琴|田森秀明|岡崎直観|乾健太郎,,C7:音声言語処理
C7-2,音声・音響・音楽を扱うオープン基盤モデルの構築に向けたデータセット策定,高道慎之介|和田仰|小川諒|山岡洸瑛|中田亘|淺井航平|関健太郎|岡本悠希|齋藤佑樹|小川哲司|猿渡洋|中村友彦|深山覚,,C7:音声言語処理
C7-3,傾聴態度を示す応答の生成における表出可能な応答種類の推定とその利用,田中涼雅|村田匡輝,,C7:音声言語処理
C7-4,音声モデルにおけるCritical Period仮説の検証,古賀友里愛|神藤駿介|宮尾祐介,,C7:音声言語処理
C7-5,日本民謡における旋律と方言アクセントの一致関係の比較分析,青山拓生|河瀬彰宏|沈力,,C7:音声言語処理
C7-6,量子計算を用いたダイレクトモデル,三輪拓真|小田悠介|河野誠也|吉野幸一郎,,C7:音声言語処理
D7-1,人狼知能コンテスト2024冬季国内大会自然言語部門の概要,狩野芳伸|渡邉嶺王|佐橋優人|坂根亜美|鳥海不二夫|稲葉通将|大澤博隆|片上大輔|大槻恭士|アランニャクラウス|原田慧|伊藤毅志,,D7:テーマセッション4: 人狼知能：噓を見破り説得する会話ゲームとLLM
D7-2,プレイヤー間の論理的情報を与えたLLMによる人狼ゲーム対話エージェントの構築,渡邉嶺王|狩野芳伸,,D7:テーマセッション4: 人狼知能：噓を見破り説得する会話ゲームとLLM
D7-3,大規模言語モデルに基づく人狼ゲームエージェントにおける戦略の自動適応,中盛楓也|YinJouHuang|FeiCheng,,D7:テーマセッション4: 人狼知能：噓を見破り説得する会話ゲームとLLM
D7-4,戦略的発話の多様な生成を目指した人狼エージェントの構築,佐藤岳大|尾崎慎太郎|横山大作,,D7:テーマセッション4: 人狼知能：噓を見破り説得する会話ゲームとLLM
E7-1,表現の置換による業績要因文の同義文・対義文生成,小川紀寧|酒井浩之,,E7:テーマセッション1: 金融・経済ドメインのための言語処理(3)
E7-2,大規模言語モデルを用いたFew-ShotプロンプティングによるJ-REITの投資物件に関する表構造認識,土井惟成|田中麻由梨,,E7:テーマセッション1: 金融・経済ドメインのための言語処理(3)
E7-3,取締役推薦理由文を用いた取締役のスキル・マトリックス分類モデルの開発,山脇大|野中賢也|田村光太郎|高野海斗|中川慧,,E7:テーマセッション1: 金融・経済ドメインのための言語処理(3)
E7-4,会計ドメインにおける質問応答のためのLLM を用いた解説ページ順位付け,飯田頌平|古俣槙山|三田寺聖|長谷川遼|宇津呂武仁|林友超|宍戸里絵,,E7:テーマセッション1: 金融・経済ドメインのための言語処理(3)
E7-5,金融テキストにおけるセンチメント分析の課題整理,高野海斗,,E7:テーマセッション1: 金融・経済ドメインのための言語処理(3)
P7-1,対照学習を用いたhallucination検出手法,山田美優|荒瀬由紀,,P7:ポスター
P7-2,科学文書における「間接的」引用についてのハルシネーション検出の評価,桒原龍生|杉山弘晃|堂坂浩二|平博順,,P7:ポスター
P7-3,大規模言語モデルにおけるICL バイアスの選択的補正,酒井祐介|NatthawutKertkeidkachorn|白井清昭,,P7:ポスター
P7-4,SocialStigmaQA-JA: 社会的バイアス評価用日本語データセット,岩城諒|金山博|竹内幹雄|村岡雅康|倉田岳人,,P7:ポスター
P7-5,PUPPET：タスク性能を維持しながらLLMとして検出されやすくする学習フレームワーク,齋藤幸史郎|小池隆斗|金子正弘|岡崎直観,,P7:ポスター
P7-6,日本語を対象としたLLMの大規模人手評価,井之上直也|安藤まや|後藤美知子|関根聡|中山功太|宮尾祐介,,P7:ポスター
P7-7,chakoshi: カテゴリのカスタマイズが可能な日本語に強いLLM向けガードレール,新井一博|松井遼太|深山健司|山本雄大|杉本海人|岩瀬義昌,,P7:ポスター
P7-8,アライメントが大規模言語モデルの数値バイアスに与える影響,佐藤郁子|金輝燦|陳宙斯|三田雅人|小町守,,P7:ポスター
P7-9,"人間と LLM の ""面白さ"" の感性は一致するのか？",坂部立|金輝燦|小町守,,P7:ポスター
P7-10,大規模言語モデルの文生成確率を用いた教師なし品質推定,樽本空宙|梶原智之|二宮崇,,P7:ポスター
P7-11,大規模言語モデルの多言語社会的バイアス抑制における単言語ラベル付きデータの役割,大葉大輔|金子正弘|DanushkaBollegala|岡崎直観,,P7:ポスター
P7-12,多言語大規模言語モデルにおける英語指示文と対象言語指示文の公平な比較,榎本大晟|金輝燦|陳宙斯|小町守,,P7:ポスター
P7-13,日本語大規模言語モデルの事前訓練過程における下流タスク性能の網羅的な分析,西田悠人|小田悠介|NamgiHan|高木優|宮尾祐介,,P7:ポスター
P7-14,SelfCheckGPTはコード生成におけるハルシネーションを検知できるか,伊東和香|小原有以|佐藤美唯|秋信有花|倉林利行|倉光君郎,,P7:ポスター
P7-15,日本語LLMに含まれる交差バイアスと有害性の評価に向けて,谷中瞳|SunjinOh|XinqiHe|NamgiHan|JieLu|九門涼真|松岡佑磨|渡部和彦|板津木綿子,,P7:ポスター
P7-16,日付入りLLM文書翻訳評価用データセット,岩月憲一|根石将人,,P7:ポスター
P7-17,Constructing Open-source Large Language Model Evaluator for Japanese,孫一坤|八幡早紀子|程飛|村脇有吾|褚晨翚|黒橋禎夫,,P7:ポスター
P7-18,Jailbreakにより生成したフェイクニュースの危険度評価,島田比奈理|金子正弘|岡崎直観,,P7:ポスター
P7-19,大規模言語モデルの事前学習用コーパスにおける要配慮個人情報の検出,源怜維|小田悠介|河原大輔,,P7:ポスター
P7-20,大規模言語モデルが持つ抽象推論能力の分析,清野輝風|青木洋一|斉藤いつみ|坂口慶祐,,P7:ポスター
P7-21,生成AIのための農業データセット構築とモデル評価,板倉亮真|坂地泰紀|野田五十樹|小林暁雄|大友将宏|石原潤一|桂樹哲雄,,P7:ポスター
P7-22,組織を超えたLLM学習データの目的外利用を防げるか？,相馬菜生|小林美結|宮田侑佳|倉光君郎,,P7:ポスター
P7-23,人間が書いた文章を対象としたHallucination検出ベンチマークの構築と評価,岩本和真|大村和正|石原祥太郎,,P7:ポスター
P7-24,大規模言語モデルの利用におけるプライバシー保護の新たな視点,髙田雅之|玉井睦,,P7:ポスター
P7-25,ダイアグラム理解に向けた大規模視覚言語モデルの内部表現の分析,吉田遥音|工藤慧音|青木洋一|田中涼太|斉藤いつみ|坂口慶祐|乾健太郎,,P7:ポスター
Q7-1,構造化知識 RAG・文書ベース RAG を段階的に利用したマルチホップ QA に対する LLM の精度向上,石井愛|井之上直也|鈴木久美|関根聡,,Q7:ポスター
Q7-2,法律分野の統合引用グラフを活用した質問応答の実現,丸山拓海|稲垣有二,,Q7:ポスター
Q7-3,軽量LLMを用いた規則適合判定,矢野大地|小林一郎|平博順,,Q7:ポスター
Q7-4,ハンセン病回復者の語り部の証言記録に対する質問応答システム構築に向けたベクトル検索精度の検証,孝壽真治|竹内孔一,,Q7:ポスター
Q7-5,RAGの生成器におけるSLMの利用,阿部晃弥|新納浩幸,,Q7:ポスター
Q7-6,Sentence-BERTによる分散表現を用いたベストアンサーの推定,間宮壮太|市川治,,Q7:ポスター
Q7-7,OCRを利用したRAGにおけるPDF文書内のタイトルや表の利用,蒲原悠登|竹内孔一,,Q7:ポスター
Q7-8,SQL AgentとマルチモーダルLLMを用いた文書内の表に対する質問応答システム,青栁直人|森田祐介,,Q7:ポスター
Q7-9,適応型負例選択を用いた対照学習による回答検索,伊東秀夫,,Q7:ポスター
Q7-10,Extraction and Generation Tasks with Knowledge-aware Text-to-Text Transfer Transformer,MohammadGolamSohrab|MakotoMiwa,,Q7:ポスター
Q7-11,トップダウン手続きを応用したLLM Agentのプランニングの試み,村上夏輝|加賀屋智之|黄瀬輝,,Q7:ポスター
Q7-12,介護支援システム:CPRASの開発,阿部貴駿|中島陽子|本間宏利|MichalPtaszynski|桝井文人|秋葉友良,,Q7:ポスター
Q7-13,実世界対話における参照関係の統合的解析,稲積駿|植田暢大|吉野幸一郎,,Q7:ポスター
Q7-14,PDF 形式の農業技術文書を用いた表構造認識ベンチマーク TOITA,阿部瑞稀|杉山陽菜乃|中村彩乃|前多陸玖|坂口遥哉|佐藤栄作|木村泰知,,Q7:ポスター
Q7-15,ユーザ属性を考慮した検索拡張生成による学部教育課程相談チャットボット,竹内新|目良和也|梶山朋子,,Q7:ポスター
Q7-16,LLM埋め込みと遷移確率予測を利用した実店舗内顧客行動シミュレーション,宮本遼人|春日瑛,,Q7:ポスター
Q7-17,広告画像ランキングによる視覚言語モデルの評価,大竹啓永|張培楠|坂井優介|三田雅人|大内啓樹|渡辺太郎,,Q7:ポスター
Q7-18,北海道十勝地域における農業政策と営農活動の課題分析の試み,坂口遥哉|木村泰知|河野洋一|東陽介,,Q7:ポスター
Q7-19,拡張現実を用いた歩行型音声対話エージェント,前土佐勇仁|南泰浩,,Q7:ポスター
Q7-20,農林業基準技術に含まれる表を対象としたPDF から CSV へ変換する際の課題分析,杉山陽菜乃|阿部瑞稀|中村彩乃|前多陸玖|坂口遥哉|佐藤栄作|木村泰知|小林暁雄|大友将宏|石原潤一|桂樹哲雄|川村隆浩,,Q7:ポスター
Q7-21,新型コロナワクチンをめぐるTwitter上の話題変化：テキスト精読と頻出単語分析による仮説構築とその検証,武富有香|須田永遠|中山悠理|宇野毅明|橋本隆子|豊田正史|吉永直樹|喜連川優|小林亮太,,Q7:ポスター
Q7-22,農林業基準技術文書を対象としたPDF解析ツールの表構造認識の性能評価,中村彩乃|杉山陽菜乃|阿部瑞稀|前多陸玖|坂口遥哉|佐藤栄作|木村泰知,,Q7:ポスター
Q7-23,クイズコンペティションの結果分析から見た日本語質問応答の到達点と課題,有山知希|鈴木潤|鈴木正敏|田中涼太|赤間怜奈|西田京介,,Q7:ポスター
Q7-24,NAIST Simultaneous Interpretation Corpus: Development and Analyses of Data from Interpreters of Different Levels,KosukeDoi|KatsuhitoSudoh|SatoshiNakamura,,Q7:ポスター
A8-1,似た単語の知識ニューロンは似た形成過程を経る,有山知希|BenjaminHeinzerling|穀田一真|乾健太郎,,A8:NLPモデルの解釈可能性・分析(4)
